Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 04/03  17:00:00,235192596.57920527,235192596.57920536 
 04/03  18:00:00,165159143.83588323,165159143.83588323 
 04/03  19:00:00,180080010.10000965,180080010.10000962 
 04/03  20:00:00,158412849.487438,158412849.48743802 
 04/03  21:00:00,146605401.7699475,146605401.7699475 
 04/03  22:00:00,85134722.37354441,85134722.37354442 
 04/03  23:00:00,80131530.28038286,80131530.28038286 
 04/03  24:00:00,65597949.44438682,65597949.44438682 
 04/04  01:00:00,65407915.1537362,65407915.1537362 
 04/04  02:00:00,65407915.1537362,65407915.1537362 
 04/04  03:00:00,65407915.1537362,65407915.1537362 
 04/04  04:00:00,65407915.1537362,65407915.1537362 
 04/04  05:00:00,65407915.1537362,65407915.1537362 
 04/04  06:00:00,111177219.25020806,111177219.25020806 
 04/04  07:00:00,169695362.3052941,169695362.30529413 
 04/04  08:00:00,286527986.92395097,286527986.92395103 
 04/04  09:00:00,264010358.36685187,264010358.3668519 
 04/04  10:00:00,265443057.2640291,265443057.2640291 
 04/04  11:00:00,287114810.588458,287114810.58845806 
 04/04  12:00:00,289686586.3989073,289686586.3989073 
 04/04  13:00:00,324372309.09463775,324372309.0946377 
 04/04  14:00:00,334202846.9084564,334202846.9084564 
 04/04  15:00:00,348851644.1290056,348851644.1290056 
 04/04  16:00:00,367842710.1680285,367842710.16802853 
 04/04  17:00:00,249666952.60212037,249666952.60212037 
 04/04  18:00:00,170751692.80842382,170751692.80842382 
 04/04  19:00:00,178578351.61782056,178578351.61782056 
 04/04  20:00:00,153270101.47368476,153270101.4736848 
 04/04  21:00:00,143038820.34076694,143038820.34076694 
 04/04  22:00:00,85134722.37354441,85134722.37354442 
 04/04  23:00:00,80131530.28038286,80131530.28038286 
 04/04  24:00:00,65597949.44438682,65597949.44438682 
 04/05  01:00:00,65407915.1537362,65407915.1537362 
 04/05  02:00:00,65407915.1537362,65407915.1537362 
 04/05  03:00:00,65407915.1537362,65407915.1537362 
 04/05  04:00:00,65407915.1537362,65407915.1537362 
 04/05  05:00:00,65407915.1537362,65407915.1537362 
 04/05  06:00:00,114500893.61214632,114500893.61214632 
 04/05  07:00:00,170235558.53304955,170235558.53304955 
 04/05  08:00:00,289740175.71881783,289740175.71881795 
 04/05  09:00:00,267552784.3464982,267552784.34649825 
 04/05  10:00:00,270277103.905396,270277103.905396 
 04/05  11:00:00,289091707.2484267,289091707.24842674 
 04/05  12:00:00,283698275.510562,283698275.510562 
 04/05  13:00:00,305584808.2176343,305584808.21763426 
 04/05  14:00:00,308859090.1270748,308859090.1270748 
 04/05  15:00:00,317874875.2089639,317874875.2089638 
 04/05  16:00:00,334296297.17410105,334296297.17410105 
 04/05  17:00:00,225236197.6685442,225236197.66854423 
 04/05  18:00:00,157943509.90497687,157943509.90497687 
 04/05  19:00:00,168992700.62526828,168992700.62526828 
 04/05  20:00:00,146589854.12828955,146589854.12828955 
 04/05  21:00:00,135617937.75012755,135617937.75012752 
 04/05  22:00:00,85134722.37354441,85134722.37354442 
 04/05  23:00:00,80131530.28038286,80131530.28038286 
 04/05  24:00:00,65597949.44438682,65597949.44438682 
 04/06  01:00:00,65407915.1537362,65407915.1537362 
 04/06  02:00:00,65407915.1537362,65407915.1537362 
 04/06  03:00:00,65407915.1537362,65407915.1537362 
 04/06  04:00:00,65407915.1537362,65407915.1537362 
 04/06  05:00:00,65407915.1537362,65407915.1537362 
 04/06  06:00:00,112974070.1469123,112974070.1469123 
 04/06  07:00:00,165316572.11664551,165316572.11664554 
 04/06  08:00:00,288993504.9163466,288993504.9163466 
 04/06  09:00:00,265338022.1147423,265338022.1147423 
 04/06  10:00:00,265285043.1856305,265285043.18563053 
 04/06  11:00:00,278020520.1119798,278020520.1119798 
 04/06  12:00:00,272447893.08343846,272447893.08343846 
 04/06  13:00:00,295912612.6929338,295912612.6929338 
 04/06  14:00:00,297612581.1668503,297612581.1668503 
 04/06  15:00:00,305789719.3980935,305789719.3980935 
 04/06  16:00:00,324271712.44839704,324271712.4483971 
 04/06  17:00:00,220803432.79994717,220803432.7999472 
 04/06  18:00:00,156591438.51149875,156591438.51149875 
 04/06  19:00:00,168287059.8690136,168287059.8690136 
 04/06  20:00:00,144878596.97064933,144878596.97064933 
 04/06  21:00:00,134893206.83788696,134893206.83788696 
 04/06  22:00:00,85134722.37354441,85134722.37354442 
 04/06  23:00:00,80131530.28038286,80131530.28038286 
 04/06  24:00:00,65597949.44438682,65597949.44438682 
 04/07  01:00:00,65407915.1537362,65407915.1537362 
 04/07  02:00:00,65407915.1537362,65407915.1537362 
 04/07  03:00:00,65407915.1537362,65407915.1537362 
 04/07  04:00:00,65407915.1537362,65407915.1537362 
 04/07  05:00:00,65407915.1537362,65407915.1537362 
 04/07  06:00:00,116703360.99525587,116703360.99525587 
 04/07  07:00:00,164411003.36176902,164411003.36176905 
 04/07  08:00:00,293099341.4256686,293099341.42566866 
 04/07  09:00:00,268229758.8412383,268229758.8412383 
 04/07  10:00:00,269267581.1370752,269267581.13707525 
 04/07  11:00:00,285700358.7164625,285700358.71646255 
 04/07  12:00:00,282998543.5603037,282998543.56030375 
 04/07  13:00:00,305894321.20219964,305894321.2021997 
 04/07  14:00:00,309963133.38680863,309963133.38680863 
 04/07  15:00:00,322347504.8647313,322347504.8647313 
 04/07  16:00:00,337674716.95734644,337674716.9573465 
 04/07  17:00:00,225739115.53857386,225739115.53857392 
 04/07  18:00:00,159635677.33873495,159635677.33873492 
 04/07  19:00:00,167089385.63991815,167089385.63991815 
 04/07  20:00:00,143732396.12344813,143732396.12344816 
 04/07  21:00:00,136006612.60735342,136006612.60735342 
 04/07  22:00:00,85134722.37354441,85134722.37354442 
 04/07  23:00:00,80131530.28038286,80131530.28038286 
 04/07  24:00:00,54347289.79607374,54347289.79607374 
 04/08  01:00:00,54157290.74955592,54157290.74955592 
 04/08  02:00:00,54157290.74955592,54157290.74955592 
 04/08  03:00:00,54157290.74955592,54157290.74955592 
 04/08  04:00:00,54157290.74955592,54157290.74955592 
 04/08  05:00:00,54157290.74955592,54157290.74955592 
 04/08  06:00:00,110066195.04505293,110066195.04505293 
 04/08  07:00:00,101521073.22797032,101521073.22797032 
 04/08  08:00:00,127350826.56487077,127350826.56487079 
 04/08  09:00:00,127669317.1270329,127669317.12703292 
 04/08  10:00:00,132555591.3527725,132555591.35277247 
 04/08  11:00:00,152928890.88556716,152928890.88556716 
 04/08  12:00:00,128563704.51786974,128563704.51786974 
 04/08  13:00:00,127615547.3562025,127615547.35620251 
 04/08  14:00:00,132718615.85588521,132718615.85588521 
 04/08  15:00:00,135421145.27265576,135421145.27265573 
 04/08  16:00:00,137164199.46383703,137164199.46383703 
 04/08  17:00:00,110080269.99487229,110080269.99487229 
 04/08  18:00:00,103571422.15903504,103571422.15903504 
 04/08  19:00:00,94447473.77832247,94447473.77832247 
 04/08  20:00:00,98214138.45780602,98214138.45780602 
 04/08  21:00:00,64609308.72441866,64609308.72441867 
 04/08  22:00:00,56920794.74955592,56920794.74955593 
 04/08  23:00:00,56920794.74955592,56920794.74955593 
 04/08  24:00:00,54157290.74955592,54157290.74955592 
 04/09  01:00:00,54157290.74955592,54157290.74955592 
 04/09  02:00:00,54157290.74955592,54157290.74955592 
 04/09  03:00:00,54157290.74955592,54157290.74955592 
 04/09  04:00:00,54157290.74955592,54157290.74955592 
 04/09  05:00:00,54157290.74955592,54157290.74955592 
 04/09  06:00:00,64212473.50655627,64212473.50655627 
 04/09  07:00:00,54065617.34582022,54065617.34582022 
 04/09  08:00:00,53395492.299641624,53395492.299641624 
 04/09  09:00:00,53100572.114941806,53100572.114941806 
 04/09  10:00:00,53100571.45300382,53100571.45300382 
 04/09  11:00:00,53100571.45300382,53100571.45300382 
 04/09  12:00:00,53100571.45300382,53100571.45300382 
 04/09  13:00:00,63448422.59270689,63448422.59270688 
 04/09  14:00:00,74500740.9164741,74500740.9164741 
 04/09  15:00:00,92477653.5959751,92477653.59597512 
 04/09  16:00:00,92478490.92375848,92478490.92375848 
 04/09  17:00:00,96454171.2208861,96454171.22088608 
 04/09  18:00:00,89621949.41618362,89621949.41618362 
 04/09  19:00:00,99972298.31768526,99972298.31768526 
 04/09  20:00:00,90851828.2151217,90851828.2151217 
 04/09  21:00:00,75824665.75681916,75824665.75681917 
 04/09  22:00:00,56920794.74955592,56920794.74955593 
 04/09  23:00:00,56920794.74955592,56920794.74955593 
 04/09  24:00:00,65407915.1537362,65407915.1537362 
 04/10  01:00:00,65407915.1537362,65407915.1537362 
 04/10  02:00:00,65407915.1537362,65407915.1537362 
 04/10  03:00:00,65407915.1537362,65407915.1537362 
 04/10  04:00:00,65407915.1537362,65407915.1537362 
 04/10  05:00:00,65407915.1537362,65407915.1537362 
 04/10  06:00:00,114537543.86430407,114537543.86430404 
 04/10  07:00:00,162068568.5360585,162068568.53605846 
 04/10  08:00:00,285952458.44049525,285952458.4404953 
 04/10  09:00:00,266137068.53975636,266137068.53975636 
 04/10  10:00:00,269128078.3258224,269128078.3258225 
 04/10  11:00:00,288280182.3726556,288280182.3726556 
 04/10  12:00:00,285081324.38154256,285081324.38154256 
 04/10  13:00:00,310696844.7880896,310696844.7880896 
 04/10  14:00:00,316081224.58042735,316081224.5804274 
 04/10  15:00:00,327434111.93001246,327434111.9300125 
 04/10  16:00:00,347405340.29728025,347405340.29728025 
 04/10  17:00:00,236357016.47907594,236357016.47907597 
 04/10  18:00:00,164094853.0103094,164094853.0103094 
 04/10  19:00:00,173695230.32627976,173695230.32627976 
 04/10  20:00:00,152284510.9008445,152284510.9008445 
 04/10  21:00:00,143164869.68556905,143164869.68556905 
 04/10  22:00:00,85134722.37354441,85134722.37354442 
 04/10  23:00:00,80131530.28038286,80131530.28038286 
 04/10  24:00:00,65597949.44438682,65597949.44438682 
 04/11  01:00:00,65407915.1537362,65407915.1537362 
 04/11  02:00:00,65407915.1537362,65407915.1537362 
 04/11  03:00:00,65407915.1537362,65407915.1537362 
 04/11  04:00:00,65407915.1537362,65407915.1537362 
 04/11  05:00:00,65407915.1537362,65407915.1537362 
 04/11  06:00:00,110589815.85370566,110589815.85370566 
 04/11  07:00:00,168663654.5426783,168663654.54267833 
 04/11  08:00:00,282286205.1940046,282286205.19400465 
 04/11  09:00:00,267890592.7614792,267890592.76147926 
 04/11  10:00:00,279883095.1426633,279883095.1426633 
 04/11  11:00:00,303397182.06059057,303397182.06059057 
 04/11  12:00:00,295917648.53002477,295917648.5300248 
 04/11  13:00:00,329704922.0425727,329704922.0425728 
 04/11  14:00:00,337018748.06069946,337018748.0606995 
 04/11  15:00:00,346099638.69820935,346099638.6982093 
 04/11  16:00:00,363955926.0889699,363955926.0889698 
 04/11  17:00:00,258646059.7502802,258646059.7502802 
 04/11  18:00:00,183811917.99884635,183811917.99884635 
 04/11  19:00:00,182291075.1876379,182291075.1876379 
 04/11  20:00:00,156588903.43830174,156588903.43830177 
 04/11  21:00:00,148758579.06903556,148758579.06903556 
 04/11  22:00:00,85134722.37354441,85134722.37354442 
 04/11  23:00:00,80131530.28038286,80131530.28038286 
 04/11  24:00:00,65597949.44438682,65597949.44438682 
 04/12  01:00:00,65407915.1537362,65407915.1537362 
 04/12  02:00:00,65407915.1537362,65407915.1537362 
 04/12  03:00:00,65407915.1537362,65407915.1537362 
 04/12  04:00:00,65407915.1537362,65407915.1537362 
 04/12  05:00:00,65407915.1537362,65407915.1537362 
 04/12  06:00:00,110456761.54175374,110456761.54175374 
 04/12  07:00:00,170455943.77517137,170455943.7751714 
 04/12  08:00:00,283231983.64322364,283231983.6432237 
 04/12  09:00:00,266128430.4676865,266128430.46768653 
 04/12  10:00:00,270937977.14046866,270937977.14046866 
 04/12  11:00:00,294230215.35944194,294230215.359442 
 04/12  12:00:00,297368750.97210574,297368750.9721058 
 04/12  13:00:00,337913087.8661085,337913087.8661085 
 04/12  14:00:00,345547896.0743855,345547896.0743856 
 04/12  15:00:00,353903860.51410234,353903860.51410234 
 04/12  16:00:00,382500956.9342273,382500956.93422735 
 04/12  17:00:00,275280841.6627258,275280841.66272587 
 04/12  18:00:00,184318710.75203997,184318710.75203997 
 04/12  19:00:00,182308826.05261198,182308826.05261198 
 04/12  20:00:00,154972323.53357163,154972323.53357166 
 04/12  21:00:00,142030975.55297193,142030975.55297196 
 04/12  22:00:00,85134722.37354441,85134722.37354442 
 04/12  23:00:00,80131530.28038286,80131530.28038286 
 04/12  24:00:00,65597949.44438682,65597949.44438682 
 04/13  01:00:00,65407915.1537362,65407915.1537362 
 04/13  02:00:00,65407915.1537362,65407915.1537362 
 04/13  03:00:00,65407915.1537362,65407915.1537362 
 04/13  04:00:00,65407915.1537362,65407915.1537362 
 04/13  05:00:00,65407915.1537362,65407915.1537362 
 04/13  06:00:00,108343662.87231918,108343662.87231918 
 04/13  07:00:00,168505344.98870835,168505344.98870838 
 04/13  08:00:00,286547717.0053332,286547717.0053332 
 04/13  09:00:00,269010412.9102469,269010412.9102469 
 04/13  10:00:00,276745418.9011197,276745418.9011197 
 04/13  11:00:00,298971744.48446023,298971744.4844603 
 04/13  12:00:00,294572886.3942554,294572886.3942554 
 04/13  13:00:00,327846272.4821247,327846272.4821248 
 04/13  14:00:00,331579715.8479654,331579715.8479654 
 04/13  15:00:00,341874983.7917265,341874983.7917265 
 04/13  16:00:00,358162399.6643646,358162399.6643646 
 04/13  17:00:00,241327846.94314307,241327846.9431432 
 04/13  18:00:00,169977122.69547582,169977122.69547582 
 04/13  19:00:00,176937088.41840488,176937088.41840488 
 04/13  20:00:00,152622019.22998706,152622019.22998708 
 04/13  21:00:00,143343732.39460674,143343732.39460674 
 04/13  22:00:00,85134722.37354441,85134722.37354442 
 04/13  23:00:00,80131530.28038286,80131530.28038286 
 04/13  24:00:00,65597949.44438682,65597949.44438682 
 04/14  01:00:00,65407915.1537362,65407915.1537362 
 04/14  02:00:00,65407915.1537362,65407915.1537362 
 04/14  03:00:00,65407915.1537362,65407915.1537362 
 04/14  04:00:00,65407915.1537362,65407915.1537362 
 04/14  05:00:00,65407915.1537362,65407915.1537362 
 04/14  06:00:00,109269258.55797541,109269258.55797541 
 04/14  07:00:00,166695622.38216802,166695622.38216805 
 04/14  08:00:00,286454850.98782265,286454850.98782265 
 04/14  09:00:00,268681987.20711035,268681987.20711035 
 04/14  10:00:00,269507768.4557779,269507768.45577794 
 04/14  11:00:00,284258634.08434916,284258634.0843492 
 04/14  12:00:00,278314057.35938346,278314057.3593834 
 04/14  13:00:00,300158101.49184585,300158101.4918458 
 04/14  14:00:00,296848340.445496,296848340.445496 
 04/14  15:00:00,298407509.6718757,298407509.6718757 
 04/14  16:00:00,308335409.2927341,308335409.29273415 
 04/14  17:00:00,211210541.11995113,211210541.1199512 
 04/14  18:00:00,142112942.46799618,142112942.4679962 
 04/14  19:00:00,150755540.17314878,150755540.17314878 
 04/14  20:00:00,134403084.497211,134403084.49721104 
 04/14  21:00:00,129062980.90506867,129062980.90506865 
 04/14  22:00:00,85134722.37354441,85134722.37354442 
 04/14  23:00:00,80131530.28038286,80131530.28038286 
 04/14  24:00:00,54347289.79607374,54347289.79607374 
 04/15  01:00:00,54157290.74955592,54157290.74955592 
 04/15  02:00:00,54157290.74955592,54157290.74955592 
 04/15  03:00:00,54157290.74955592,54157290.74955592 
 04/15  04:00:00,54157290.74955592,54157290.74955592 
 04/15  05:00:00,54157290.74955592,54157290.74955592 
 04/15  06:00:00,110125613.35527019,110125613.35527019 
 04/15  07:00:00,106037294.03172666,106037294.03172666 
 04/15  08:00:00,133997481.78489591,133997481.78489591 
 04/15  09:00:00,138798605.09794354,138798605.09794354 
 04/15  10:00:00,139934930.83889756,139934930.83889756 
 04/15  11:00:00,146650434.2222088,146650434.2222088 
 04/15  12:00:00,113890795.86729823,113890795.86729823 
 04/15  13:00:00,110457901.08085051,110457901.08085051 
 04/15  14:00:00,111718657.73101604,111718657.73101604 
 04/15  15:00:00,114611781.17268743,114611781.17268743 
 04/15  16:00:00,115146657.2445947,115146657.24459468 
 04/15  17:00:00,97521477.03462811,97521477.0346281 
 04/15  18:00:00,75693259.99236284,75693259.99236284 
 04/15  19:00:00,86613552.19200873,86613552.19200875 
 04/15  20:00:00,61349410.70258177,61349410.70258178 
 04/15  21:00:00,56920794.74955592,56920794.74955593 
 04/15  22:00:00,56920794.74955592,56920794.74955593 
 04/15  23:00:00,56920794.74955592,56920794.74955593 
 04/15  24:00:00,54157290.74955592,54157290.74955592 
 04/16  01:00:00,54157290.74955592,54157290.74955592 
 04/16  02:00:00,54157290.74955592,54157290.74955592 
 04/16  03:00:00,54157290.74955592,54157290.74955592 
 04/16  04:00:00,54157290.74955592,54157290.74955592 
 04/16  05:00:00,54157290.74955592,54157290.74955592 
 04/16  06:00:00,60800759.50655627,60800759.50655627 
 04/16  07:00:00,54083997.59324016,54083997.59324016 
 04/16  08:00:00,53504316.97067818,53504316.97067818 
 04/16  09:00:00,53112223.31502813,53112223.31502813 
 04/16  10:00:00,53100571.45300382,53100571.45300382 
 04/16  11:00:00,53100571.45300382,53100571.45300382 
 04/16  12:00:00,53100571.45300382,53100571.45300382 
 04/16  13:00:00,53100571.45300382,53100571.45300382 
 04/16  14:00:00,53100571.45300382,53100571.45300382 
 04/16  15:00:00,53100571.45300382,53100571.45300382 
 04/16  16:00:00,67056002.81041468,67056002.81041468 
 04/16  17:00:00,81334523.22790368,81334523.22790368 
 04/16  18:00:00,84775094.2582216,84775094.2582216 
 04/16  19:00:00,85223940.40580212,85223940.40580212 
 04/16  20:00:00,75264363.0129792,75264363.01297921 
 04/16  21:00:00,56920794.74955592,56920794.74955593 
 04/16  22:00:00,56920794.74955592,56920794.74955593 
 04/16  23:00:00,56920794.74955592,56920794.74955593 
 04/16  24:00:00,65407915.1537362,65407915.1537362 
 04/17  01:00:00,65407915.1537362,65407915.1537362 
 04/17  02:00:00,65407915.1537362,65407915.1537362 
 04/17  03:00:00,65407915.1537362,65407915.1537362 
 04/17  04:00:00,65407915.1537362,65407915.1537362 
 04/17  05:00:00,65407915.1537362,65407915.1537362 
 04/17  06:00:00,108640520.02074216,108640520.02074216 
 04/17  07:00:00,163529104.1009319,163529104.10093194 
 04/17  08:00:00,291551007.99580324,291551007.9958033 
 04/17  09:00:00,267067739.09430858,267067739.0943086 
 04/17  10:00:00,263607415.9066185,263607415.90661854 
 04/17  11:00:00,269464499.6301893,269464499.6301893 
